n_rows,n_cols,n_refs,solver,n_iter_max,n_iter_min,n_iter_sum,n_processors,n_coords,dt_init,dt_build_S,dt_build_rhs,dt_solve,t_cp_comm,t_if_comm,glob_b0,glob_b1,glob_b2,glob_b3
2,2,6,cg,303,303,1212,4,16641,6029,463,198,35048,758,507,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,4245,703,319,58104,281,589,1,0,0,0
2,2,6,cg,303,303,1212,4,16641,3019,913,296,40725,1800,503,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,481168,12106,4584,491454,199511,85212,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470871,12922,3962,499497,193993,86072,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480815,12008,4564,506635,196989,89394,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480664,11768,4134,499113,196540,87296,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470942,12385,4011,496289,176471,86767,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470870,12638,4486,498105,205783,85958,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480909,12292,3537,496754,178425,86687,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480926,12680,4377,501978,188411,87259,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470904,12186,3946,499444,205399,85825,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,471131,12016,4259,499216,183798,86287,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470824,12323,4104,495550,217176,86045,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480780,11837,4008,493738,192058,85571,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,481042,11750,4669,493001,201253,84927,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480858,11988,4260,504549,206878,88068,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470788,12327,4559,495064,183498,87227,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480565,12271,4154,499243,194228,86914,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470812,11973,4490,499827,208504,87738,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480678,12842,3721,496504,187233,86777,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480935,11687,3885,497204,182580,86914,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480813,12718,4420,495054,203541,87273,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480563,12596,4595,496796,201346,85894,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,490909,11735,4617,491350,205415,84533,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480918,12027,3915,489996,195562,84541,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470582,12807,3752,497525,200537,86772,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480676,12565,4124,501776,208847,88328,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470704,11937,3967,494059,217353,85862,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,470481,12846,3584,497228,189986,85680,1,0,0,0
8,8,2,cg,73,73,4672,64,1089,480889,11933,4082,492377,192173,84139,1,0,0,0
